"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-27 ~ 2025-11-26"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"2780","서울특별시 강동구 강일동","집합","679-1","아리수로","일반상업","제1종근린생활","25m미만","21.38"," ","17,000","1","개인","법인","202509","03","","2012","-","직거래","-"
"2781","서울특별시 강동구 둔촌동","집합","77-34","양재대로102가길","제2종일반주거","제2종근린생활","8m미만","84.94"," ","52,000","2","개인","개인","202509","03","","2018","-","중개거래","서울 강동구"
"2782","서울특별시 송파구 방이동","집합","130","가락로36길","제2종일반주거","제2종근린생활","12m미만","46.89"," ","17,800","","개인","개인","202509","03","","2015","-","중개거래","서울 송파구"
"2783","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","11.37"," ","6,700","","개인","개인","202509","03","","1997","-","중개거래","서울 서초구"
"2784","서울특별시 강서구 화곡동","집합","61-105","까치산로10길","제2종일반주거","제2종근린생활","12m미만","42.05"," ","10,700","2","개인","개인","202509","03","","2008","-","중개거래","서울 강서구"
"2785","서울특별시 강서구 마곡동","집합","773","마곡중앙로","일반상업","제2종근린생활","25m이상","58.68"," ","52,000","2","개인","개인","202509","03","","2017","-","중개거래","서울 강서구"
"2786","서울특별시 강서구 마곡동","집합","798-3","공항대로","일반상업","업무","25m이상","79.20"," ","53,000","13","법인","개인","202509","03","","2019","-","중개거래","서울 강서구"
"2787","서울특별시 성동구 성수동1가","일반","6**","아차산로","준공업","업무","25m이상","16968.45","1881.00","18,166,194","","법인","법인","202509","03","","","-","직거래","-"
"2788","서울특별시 성동구 성수동1가","일반","6**","아차산로","준공업","제2종근린생활","25m이상","78.28","1881.00","83,806","","법인","법인","202509","03","","","-","직거래","-"
"2789","서울특별시 종로구 인의동","집합","48-2","종로","일반상업","판매","25m이상","14.55"," ","3,400","","개인","개인","202509","03","","2006","-","직거래","-"
"2790","서울특별시 구로구 개봉동","일반","4**","개봉로","제3종일반주거","제2종근린생활","25m이상","1162.60","579.50","1,028,500","","법인","개인","202509","03","","1985","-","중개거래","서울 구로구"
"2791","서울특별시 구로구 고척동","집합","73-3","경인로","준공업","판매","12m미만","8.71"," ","700","","개인","개인","202509","03","","1998","-","직거래","-"
"2792","서울특별시 강남구 대치동","집합","908-20","선릉로","제3종일반주거","제2종근린생활","25m이상","363.94"," ","150,000","","법인","개인","202509","03","","2009","-","직거래","-"
"2793","서울특별시 강남구 대치동","집합","908-20","선릉로","제3종일반주거","제2종근린생활","25m이상","211.63"," ","150,000","","법인","개인","202509","03","","2009","-","직거래","-"
"2794","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","업무","25m이상","31.68"," ","25,000","","개인","개인","202509","03","","","-","중개거래","서울 구로구"
"2795","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","업무","25m이상","20.02"," ","13,000","","개인","개인","202509","03","","","-","중개거래","서울 구로구"
"2796","서울특별시 마포구 상수동","일반","*","독막로","제3종일반주거","업무","25m이상","1255.26","367.00","900,000","","법인","개인","202509","03","","2003","-","직거래","-"
"2797","서울특별시 강남구 자곡동","집합","631","자곡로","제3종일반주거","기타","12m미만","32.27"," ","27,700","2","개인","개인","202509","03","","2015","-","직거래","-"
"2798","서울특별시 금천구 가산동","일반","2**","두산로3가길","준공업","제1종근린생활","8m미만","1991.49","518.30","603,000","","개인","개인","202509","03","","2008","-","중개거래","서울 금천구"
"2799","서울특별시 중구 방산동","일반","6*","동호로","일반상업","제1종근린생활","8m미만","363.07","79.30","150,000","","법인","개인","202509","03","","","-","중개거래","서울 종로구"
"2800","서울특별시 강북구 수유동","집합","553-61","인수봉로72길","제2종일반주거","판매","25m미만","22.17"," ","1,500","","개인","개인","202509","03","","1992","-","직거래","-"
"2801","서울특별시 영등포구 문래동3가","일반","5*","도림로128길","준공업","제2종근린생활","12m미만","58.65","155.40","208,000","","법인","법인","202509","03","","1960","-","중개거래","서울 강남구"
"2802","서울특별시 광진구 화양동","집합","7-3","아차산로","일반상업","업무","25m이상","30.30"," ","21,500","14","개인","개인","202509","03","","2006","-","중개거래","서울 광진구"
"2803","서울특별시 양천구 신정동","일반","9**","오목로","제3종일반주거","제2종근린생활","25m미만","999.64","328.20","640,000","","법인","법인","202509","03","","1992","-","중개거래","서울 강남구"
"2804","서울특별시 양천구 신정동","집합","319","목동서로","일반상업","제2종근린생활","25m이상","27.20"," ","32,000","1","개인","개인","202509","03","","2004","-","중개거래","서울 양천구"
"2805","서울특별시 중구 남창동","일반","4*","퇴계로","일반상업","제2종근린생활","25m이상","98.52","43.60","150,000","","개인","개인","202509","03","","1956","-","중개거래","서울 중구"
"2806","서울특별시 강남구 역삼동","집합","824-11","강남대로84길","일반상업","제2종근린생활","12m미만","64.74"," ","67,000","6","개인","개인","202509","03","","1999","-","중개거래","서울 서초구"
"2807","서울특별시 용산구 용문동","집합","38-129","효창원로25나길","제2종일반주거","제2종근린생활","8m미만","27.05"," ","21,000","","개인","개인","202509","03","","2008","-","직거래","-"
"2808","서울특별시 성북구 하월곡동","집합","222","화랑로5길","제3종일반주거","제2종근린생활","25m미만","7.50"," ","3,600","2","개인","개인","202509","03","","2003","-","중개거래","서울 성북구"
"2809","서울특별시 구로구 신도림동","일반","4**","경인로","준공업","업무","25m이상","25.16","28.27","23,000","2","법인","개인","202509","03","","","-","중개거래","서울 구로구"
"2810","서울특별시 구로구 신도림동","일반","4**","경인로","준공업","판매","25m이상","27.40","30.83","26,000","1","법인","개인","202509","03","","","-","중개거래","서울 구로구"
"2811","서울특별시 중구 황학동","일반","4**","퇴계로87길","일반상업","제1종근린생활","8m미만","242.25","84.30","120,000","","개인","개인","202509","03","","1988","-","중개거래","서울 중구"
"2812","서울특별시 강서구 방화동","일반","6**","방화동로7길","제2종일반주거","제2종근린생활","12m미만","19.67","44.00","40,000","","개인","개인","202509","03","지분","1971","-","중개거래","서울 강서구"
"2813","서울특별시 은평구 녹번동","일반","1**","은평로","준주거","제2종근린생활","12m미만","165.30","166.60","210,000","","법인","법인","202509","03","","1971","-","중개거래","서울 은평구"
"2814","서울특별시 중구 신당동","집합","213-67","마장로1길","일반상업","판매","25m미만","4.25"," ","4,000","","개인","개인","202509","03","","1990","-","직거래","-"
"2815","서울특별시 중구 신당동","일반","3**","동호로","준주거","제2종근린생활","8m미만","454.36","142.00","550,000","","법인","법인","202509","03","","2021","-","중개거래","서울 강남구"
"2816","서울특별시 중구 초동","일반","1*","충무로4길","일반상업","제2종근린생활","8m미만","703.44","233.71","416,615","","법인","개인","202509","02","","1977","-","중개거래","서울 중구"
"2817","서울특별시 영등포구 신길동","일반","1***","영등포로","일반상업","숙박","12m미만","17.15","9.49","15,714","","개인","개인","202509","02","지분","1966","-","중개거래","서울 영등포구"
"2818","서울특별시 강서구 화곡동","집합","1066-17","강서로33길","제3종일반주거","제2종근린생활","8m미만","44.19"," ","13,300","2","법인","법인","202509","02","","","-","직거래","-"
"2819","서울특별시 관악구 봉천동","집합","729-24","보라매로5가길","일반상업","업무","25m미만","49.04"," ","23,000","12","법인","개인","202509","02","","2000","20250909","중개거래","서울 동작구"
"2820","서울특별시 중구 초동","일반","1*","충무로4길","일반상업","제1종근린생활","8m미만","75.47","38.20","73,385","","법인","개인","202509","02","","","-","중개거래","서울 중구"
"2821","서울특별시 관악구 봉천동","집합","729-24","보라매로5가길","일반상업","업무","25m미만","49.04"," ","23,000","12","법인","개인","202509","02","","2000","20251014","중개거래","서울 동작구"
"2822","서울특별시 강서구 마곡동","집합","773-1","마곡중앙6로","일반상업","제2종근린생활","25m미만","37.87"," ","63,500","1","개인","개인","202509","02","","2016","-","중개거래","서울 강서구"
"2823","서울특별시 종로구 충신동","일반","1**","율곡로22나길","일반상업","제1종근린생활","8m미만","540.81","197.40","302,000","","개인","개인","202509","02","","1991","-","중개거래","서울 중구"
"2824","서울특별시 강남구 역삼동","일반","6**","테헤란로13길","일반상업","제2종근린생활","12m미만","2041.15","257.10","2,350,000","","법인","법인","202509","02","","2021","-","중개거래","서울 강남구"
"2825","서울특별시 동작구 대방동","집합","501","여의대방로","제3종일반주거","판매","25m이상","21.00"," ","10,000","","개인","개인","202509","02","","1993","-","중개거래","서울 동작구"
"2826","서울특별시 마포구 노고산동","집합","107-17","백범로","일반상업","업무","25m이상","8.86"," ","4,400","9","개인","개인","202509","02","","2006","-","중개거래","서울 마포구"
"2827","서울특별시 구로구 고척동","집합","75-1","중앙로1길","준공업","판매","12m미만","9.90"," ","1,000","1","개인","개인","202509","02","","1998","-","직거래","-"
"2828","서울특별시 중구 을지로6가","집합","18-21","장충단로","일반상업","판매","25m이상","3.50"," ","460","","개인","개인","202509","02","","2008","-","직거래","-"
"2829","서울특별시 도봉구 쌍문동","집합","20","도당로","제3종일반주거","교육연구","25m미만","203.00"," ","48,655","2","개인","법인","202509","02","","1997","-","직거래","-"
"2830","서울특별시 강서구 등촌동","집합","697-1","공항대로41길","준주거","제2종근린생활","25m미만","37.26"," ","9,500","","개인","개인","202509","02","","1995","-","중개거래","서울 강서구, 서울 도봉구"
"2831","서울특별시 강서구 등촌동","일반","6**","공항대로51길","제2종일반주거","제1종근린생활","12m미만","200.30","165.30","215,000","","법인","개인","202509","02","지분","1986","-","중개거래","서울 영등포구"
"2832","서울특별시 강서구 화곡동","집합","1130-7","화곡로58길","제1종일반주거","판매","25m미만","16.25"," ","15,000","","개인","개인","202509","02","","","-","중개거래","서울 강서구"
"2833","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","23.67"," ","10,250","","개인","법인","202509","02","","","-","중개거래","서울 송파구"
"2834","서울특별시 서초구 서초동","집합","1542-1","서초대로","일반상업","제1종근린생활","25m이상","28.28"," ","62,000","1","개인","개인","202509","02","","2006","-","직거래","-"
"2835","서울특별시 서초구 반포동","집합","30-25","서초중앙로","제3종일반주거","제1종근린생활","25m이상","23.73"," ","46,600","","개인","개인","202509","02","","1981","-","중개거래","서울 서초구"
"2836","서울특별시 송파구 신천동","집합","11-9","올림픽로35가길","일반상업","판매","25m미만","12.24"," ","50,000","","개인","개인","202509","02","","1988","-","중개거래","서울 송파구"
"2837","서울특별시 서초구 서초동","일반","1***","서초대로46길","제3종일반주거","제2종근린생활","8m미만","719.37","259.70","1,015,700","","법인","개인","202509","02","","2015","-","직거래","-"
"2838","서울특별시 송파구 잠실동","일반","1**","백제고분로7길","제3종일반주거","제2종근린생활","8m미만","1752.70","468.30","1,265,000","","법인","개인","202509","01","","1997","-","중개거래","서울 송파구"
"2839","서울특별시 서초구 반포동","일반","7**","사평대로53길","제2종일반주거","제2종근린생활","12m미만","877.76","267.50","846,620","","법인","개인","202509","01","","","-","중개거래","서울 강남구"
"2840","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","22.68"," ","12,000","","개인","법인","202509","01","","","-","중개거래","서울 송파구"
"2841","서울특별시 강동구 성내동","집합","421-22","성안로","제2종일반주거","제2종근린생활","25m미만","57.32"," ","61,600","1","개인","개인","202509","01","","2016","-","중개거래","서울 강동구"
"2842","서울특별시 서초구 서초동","집합","1445-3","효령로","일반상업","판매","25m이상","12.50"," ","6,700","","개인","개인","202509","01","","1997","-","중개거래","서울 서초구"
"2843","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","22.68"," ","12,000","","개인","법인","202509","01","","","-","중개거래","서울 송파구"
"2844","서울특별시 송파구 방이동","일반","2**","마천로","제2종일반주거","제2종근린생활","25m미만","454.30","146.30","394,000","","개인","개인","202509","01","","1988","-","중개거래","서울 송파구"
"2845","서울특별시 송파구 가락동","집합","128-1","동남로13길","제2종일반주거","제2종근린생활","12m미만","29.85"," ","15,000","5","개인","개인","202509","01","","2001","-","직거래","-"
"2846","서울특별시 용산구 청파동1가","집합","1-6","청파로71가길","제2종일반주거","제1종근린생활","8m미만","16.20"," ","35,800","1","개인","개인","202509","01","","2008","-","중개거래","서울 용산구"
"2847","서울특별시 은평구 증산동","집합","223-28","수색로","준주거","제1종근린생활","12m미만","56.89"," ","40,000","1","개인","개인","202509","01","","2009","-","중개거래","서울 은평구"
"2848","서울특별시 동작구 상도동","집합","414","만양로","제3종일반주거","제2종근린생활","25m미만","25.05"," ","6,000","3","개인","개인","202509","01","지분","1997","-","직거래","-"
"2849","서울특별시 은평구 증산동","집합","223-28","수색로","준주거","제1종근린생활","12m미만","56.89"," ","40,000","1","개인","개인","202509","01","","2009","20250911","중개거래","서울 은평구"
"2850","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.26"," ","300","","법인","개인","202509","01","","1998","-","중개거래","서울 광진구"
"2851","서울특별시 강남구 삼성동","집합","16","학동로68길","제2종일반주거","제1종근린생활","25m이상","38.08"," ","54,000","3","법인","개인","202509","01","","2008","-","중개거래","서울 강남구"
"2852","서울특별시 마포구 서교동","일반","3**","독막로7길","제2종일반주거","제1종근린생활","12m미만","836.76","332.90","850,000","","법인","개인","202509","01","","1994","-","중개거래","서울 강남구"
"2853","서울특별시 종로구 창신동","집합","436-41","종로44길","일반상업","판매","12m미만","5.05"," ","7,000","","개인","법인","202509","01","지분","1970","-","중개거래","서울 종로구"
"2854","서울특별시 강남구 수서동","집합","725","광평로56길","일반상업","업무","25m미만","39.79"," ","22,500","18","개인","개인","202509","01","","1997","-","중개거래","서울 강남구"
"2855","서울특별시 강서구 마곡동","집합","799-16","마곡중앙2로","준주거","제2종근린생활","25m미만","56.32"," ","35,000","3","개인","개인","202509","01","","2019","-","직거래","-"
"2856","서울특별시 종로구 돈의동","일반","1**","수표로22길","일반상업","숙박","8m미만","171.90","105.80","300,000","","법인","개인","202509","01","","","-","중개거래","서울 강남구"
"2857","서울특별시 강서구 화곡동","집합","1081-30","화곡로24길","제2종일반주거","제1종근린생활","12m미만","30.06"," ","16,000","1","개인","개인","202509","01","","2014","-","중개거래","서울 강서구"
"2858","서울특별시 중구 신당동","집합","198-3","마장로","일반상업","판매","25m미만","3.88"," ","15,000","","개인","개인","202509","01","","","-","중개거래","서울 동대문구"
"2859","서울특별시 은평구 대조동","집합","186-21","연서로28길","일반상업","제1종근린생활","12m미만","36.64"," ","15,500","4","개인","개인","202509","01","","2017","-","중개거래","서울 은평구"
"2860","서울특별시 중구 수하동","일반","4*","남대문로10길","일반상업","제2종근린생활","12m미만","2681.01","261.20","1,900,000","","법인","개인","202509","01","","","-","중개거래","서울 성북구"
"2861","서울특별시 종로구 창신동","집합","436-41","종로44길","일반상업","제2종근린생활","12m미만","9.82"," ","7,500","","개인","법인","202509","01","지분","1970","-","중개거래","서울 종로구"
"2862","서울특별시 중구 을지로6가","집합","18-185","장충단로","일반상업","판매","25m이상","3.83"," ","1,500","","개인","개인","202509","01","","1998","-","직거래","-"
"2863","서울특별시 서대문구 연희동","일반","1**","연희로11길","제1종일반주거","제2종근린생활","8m미만","194.42","133.20","100,000","","개인","개인","202509","01","","1970","-","직거래","-"
"2864","서울특별시 강남구 역삼동","집합","761-18","언주로","제3종일반주거","제2종근린생활","25m이상","52.52"," ","24,000","","개인","개인","202509","01","","2010","-","중개거래","서울 서초구"
"2865","서울특별시 성동구 성수동1가","일반","6**","서울숲길","준주거","제2종근린생활","25m미만","1042.60","413.00","1,860,000","","개인","개인","202509","01","","1984","-","중개거래","서울 강남구"
"2866","서울특별시 용산구 용문동","집합","38-129","효창원로25나길","제2종일반주거","제2종근린생활","8m미만","27.05"," ","22,000","","개인","개인","202509","01","","2008","-","직거래","-"
"2867","서울특별시 구로구 구로동","집합","611-26","구로중앙로","준공업","제2종근린생활","25m이상","31.20"," ","13,500","6","개인","개인","202509","01","","2004","-","중개거래","서울 금천구"
"2868","서울특별시 강남구 역삼동","집합","761-18","언주로","제3종일반주거","제2종근린생활","25m이상","17.26"," ","8,000","","개인","개인","202509","01","","2010","-","중개거래","서울 서초구"
"2869","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","10.54"," ","300","","법인","개인","202509","01","","1998","-","중개거래","서울 광진구"
"2870","서울특별시 강서구 마곡동","집합","797-11","마곡중앙6로","일반상업","숙박","25m미만","17.68"," ","7,000","9","개인","개인","202509","01","","2015","-","직거래","-"
"2871","서울특별시 은평구 응암동","집합","599-15","응암로","근린상업","제2종근린생활","8m미만","58.04"," ","20,000","4","개인","법인","202509","01","","2017","-","직거래","-"
"2872","서울특별시 중랑구 상봉동","집합","137-15","중랑천로","제2종일반주거","업무","25m미만","35.64"," ","12,800","3","개인","개인","202509","01","","1988","-","중개거래","서울 중랑구"
"2873","서울특별시 마포구 공덕동","집합","256-5","마포대로6길","준주거","제1종근린생활","12m미만","6.94"," ","24,000","","개인","개인","202509","01","지분","1967","-","중개거래","서울 서대문구"
"2874","서울특별시 강남구 신사동","일반","5**","도산대로15길","제2종일반주거","제2종근린생활","12m미만","595.42","209.50","1,390,000","","법인","법인","202509","01","","2024","-","중개거래","서울 강남구"
"2875","서울특별시 성동구 성수동1가","일반","6**","서울숲길","준주거","제2종근린생활","25m미만","1129.32","529.00","2,600,000","","개인","개인","202509","01","","1988","-","중개거래","서울 강남구"
"2876","서울특별시 마포구 동교동","일반","2**","동교로","제3종일반주거","제1종근린생활","25m미만","609.68","213.20","668,000","","법인","법인","202509","01","","1997","-","중개거래","서울 강남구"
"2877","서울특별시 종로구 창신동","집합","436-41","종로44길","일반상업","판매","12m미만","5.46"," ","6,500","","개인","법인","202509","01","지분","1970","-","중개거래","서울 종로구"
"2878","서울특별시 종로구 창신동","집합","436-41","종로44길","일반상업","판매","12m미만","5.36"," ","9,000","","개인","법인","202509","01","지분","1970","-","중개거래","서울 종로구"
"2879","서울특별시 동대문구 전농동","집합","295-431","전농로15길","근린상업","제1종근린생활","8m미만","20.96"," ","20,000","","개인","개인","202508","31","","1969","-","중개거래","서울 강동구"
"2880","서울특별시 동대문구 신설동","일반","9*","하정로5길","준주거","숙박","8m미만","294.54","180.50","320,000","","법인","개인","202508","31","","1964","-","중개거래","서울 강남구"
"2881","서울특별시 강남구 대치동","집합","985","도곡로93길","제3종일반주거","제2종근린생활","25m이상","34.16"," ","45,000","","개인","개인","202508","31","","1989","-","중개거래","서울 강남구"
"2882","서울특별시 양천구 목동","집합","925","목동로","제3종일반주거","교육연구","25m이상","10.58"," ","48,000","2","개인","개인","202508","31","","1988","-","중개거래","서울 양천구"
"2883","서울특별시 중구 을지로2가","집합","199-40","명동7길","중심상업","제2종근린생활","8m미만","10.53"," ","49,000","1","법인","개인","202508","30","","2008","-","중개거래","서울 중구"
"2884","서울특별시 영등포구 당산동2가","일반","1**","선유동1로","준공업","제1종근린생활","8m미만","39.93","92.60","103,300","","개인","개인","202508","30","","","-","중개거래","서울 양천구, 서울 영등포구"
"2885","서울특별시 구로구 구로동","집합","606-1","구로중앙로","준공업","제1종근린생활","25m이상","14.98"," ","5,600","","개인","개인","202508","30","","1981","20251117","중개거래","서울 구로구"
"2886","서울특별시 동작구 대방동","집합","501","여의대방로","제3종일반주거","판매","25m이상","21.06"," ","9,900","","개인","개인","202508","30","","1993","-","중개거래","서울 동작구"
"2887","서울특별시 영등포구 당산동2가","일반","1**","","준공업","제1종근린생활","8m미만","39.00","87.60","97,700","","개인","개인","202508","30","","","-","중개거래","서울 양천구, 서울 영등포구"
"2888","서울특별시 광진구 자양동","집합","695","구의강변로","제2종일반주거","판매","25m미만","19.20"," ","64,000","","법인","개인","202508","30","","1983","-","중개거래","서울 광진구"
"2889","서울특별시 양천구 신정동","집합","329","목동동로","제1종일반주거","판매","25m이상","3.53"," ","24,000","1","개인","개인","202508","30","","1987","-","중개거래","서울 양천구"
"2890","서울특별시 광진구 화양동","집합","7-3","아차산로","일반상업","업무","25m이상","33.10"," ","22,900","8","개인","개인","202508","30","","2006","-","중개거래","서울 광진구"
"2891","서울특별시 영등포구 당산동3가","일반","*","양산로25길","준공업","제1종근린생활","12m미만","30.70","33.10","36,500","","개인","개인","202508","30","","1983","-","중개거래","서울 영등포구"
"2892","서울특별시 은평구 응암동","일반","8*","은평로","준주거","제1종근린생활","25m이상","814.86","375.50","400,000","","법인","개인","202508","30","","1976","-","중개거래","서울 은평구"
"2893","서울특별시 노원구 중계동","집합","361-1","노원로22길","제3종일반주거","판매","25m미만","24.48"," ","30,000","","개인","개인","202508","30","","1993","-","중개거래","서울 노원구"
"2894","서울특별시 중구 을지로2가","집합","199-40","명동7길","중심상업","제2종근린생활","8m미만","33.15"," ","258,000","1","법인","개인","202508","30","","2008","-","중개거래","서울 중구"
"2895","서울특별시 양천구 신정동","집합","324-8","목동서로","일반상업","업무","25m이상","42.38"," ","24,000","2","개인","개인","202508","30","","2003","-","중개거래","서울 양천구"
"2896","서울특별시 강동구 명일동","집합","47","고덕로62길","일반상업","제2종근린생활","25m미만","74.25"," ","70,700","3","개인","개인","202508","30","","1992","-","중개거래","서울 강동구"
"2897","서울특별시 송파구 문정동","집합","645","법원로11길","일반상업","업무","25m이상","77.76"," ","75,500","","법인","개인","202508","30","","2017","-","중개거래","서울 송파구"
"2898","서울특별시 강동구 천호동","일반","2**","구천면로34길","제2종일반주거","제2종근린생활","12m미만","29.75","28.00","44,000","","개인","개인","202508","29","","","-","중개거래","서울 강남구"
"2899","서울특별시 송파구 잠실동","집합","250-5","백제고분로","준주거","제1종근린생활","25m이상","31.88"," ","139,000","1","개인","개인","202508","29","","2010","-","중개거래","서울 강남구"
"2900","서울특별시 강동구 천호동","집합","564","진황도로31길","준주거","제1종근린생활","12m미만","46.66"," ","22,500","","개인","개인","202508","29","지분","1998","-","직거래","-"
"2901","서울특별시 송파구 잠실동","집합","250-5","백제고분로","준주거","제1종근린생활","25m이상","31.88"," ","139,000","1","개인","개인","202508","29","","2010","-","중개거래","서울 강남구"
"2902","서울특별시 송파구 방이동","집합","212-8","오금로31길","제3종일반주거","제2종근린생활","25m미만","10.32"," ","11,000","1","법인","법인","202508","29","","1991","-","중개거래","서울 강남구, 서울 송파구"
"2903","서울특별시 송파구 방이동","집합","212-8","오금로31길","제3종일반주거","제2종근린생활","25m미만","10.32"," ","10,000","1","법인","법인","202508","29","","1991","-","중개거래","서울 강남구, 서울 송파구"
"2904","서울특별시 송파구 방이동","집합","212-8","오금로31길","제3종일반주거","제2종근린생활","25m미만","10.32"," ","11,000","1","법인","법인","202508","29","","1991","-","중개거래","서울 강남구, 서울 송파구"
"2905","서울특별시 송파구 문정동","집합","643-1","법원로","일반상업","업무","25m이상","132.60"," ","225,000","","법인","법인","202508","29","","2016","-","직거래","-"
"2906","서울특별시 송파구 문정동","집합","643-1","법원로","일반상업","업무","25m이상","85.05"," ","112,000","","법인","법인","202508","29","","2016","-","직거래","-"
"2907","서울특별시 서초구 반포동","집합","65-1","사평대로","제3종일반주거","제2종근린생활","25m이상","84.64"," ","185,000","","개인","개인","202508","29","","","-","중개거래","서울 서초구"
"2908","서울특별시 송파구 문정동","집합","643-1","법원로","일반상업","업무","25m이상","85.05"," ","105,000","","법인","개인","202508","29","","2016","-","직거래","-"
"2909","서울특별시 송파구 문정동","집합","643-1","법원로","일반상업","업무","25m이상","85.05"," ","105,000","","법인","개인","202508","29","","2016","-","직거래","-"
"2910","서울특별시 강남구 개포동","일반","1***","논현로","제3종일반주거","제1종근린생활","25m이상","1109.59","270.90","1,250,000","","법인","법인","202508","29","","2003","-","중개거래","서울 강남구"
"2911","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1554.14"," ","1,024,290","11","법인","법인","202508","29","","2016","-","직거래","-"
"2912","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1432.26"," ","1,104,660","9","법인","법인","202508","29","","2016","-","직거래","-"
"2913","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","판매","25m이상","4.96"," ","5,000","10","개인","개인","202508","29","","2005","-","직거래","-"
"2914","서울특별시 중구 신당동","집합","213-67","마장로1길","일반상업","판매","25m미만","4.76"," ","3,000","","개인","개인","202508","29","","1990","-","직거래","-"
"2915","서울특별시 노원구 공릉동","집합","421-19","공릉로46길","제2종일반주거","제1종근린생활","25m미만","45.00"," ","65,000","1","개인","개인","202508","29","","2004","-","중개거래","서울 노원구"
"2916","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1555.67"," ","1,026,000","12","법인","법인","202508","29","","2016","-","직거래","-"
"2917","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1530.81"," ","1,179,900","6","법인","법인","202508","29","","2016","-","직거래","-"
"2918","서울특별시 성동구 금호동3가","일반","2**","독서당로","제3종일반주거","제1종근린생활","25m이상","82.16","79.40","178,000","","개인","개인","202508","29","","1967","-","중개거래","서울 동대문구, 서울 성동구"
"2919","서울특별시 강서구 내발산동","집합","718-20","강서로45나길","제2종일반주거","제1종근린생활","12m미만","89.87"," ","62,000","","개인","개인","202508","29","","2019","-","중개거래","서울 강서구"
"2920","서울특별시 강남구 역삼동","일반","7**","역삼로11길","제2종일반주거","제2종근린생활","8m미만","376.96","146.00","488,000","","법인","법인","202508","29","","2023","-","중개거래","서울 강남구"
"2921","서울특별시 마포구 창전동","집합","34-4","서강로1길","제2종일반주거","제2종근린생활","8m미만","40.80"," ","19,200","2","개인","개인","202508","29","","2009","-","중개거래","경기 평택시"
"2922","서울특별시 강남구 신사동","일반","6**","언주로168길","제2종일반주거","제2종근린생활","8m미만","299.25","256.00","2,600,000","","개인","법인","202508","29","","1982","-","중개거래","서울 강남구"
"2923","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1564.98"," ","1,255,140","5","법인","법인","202508","29","","2016","-","직거래","-"
"2924","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1564.98"," ","1,306,440","4","법인","법인","202508","29","","2016","-","직거래","-"
"2925","서울특별시 마포구 상암동","집합","1595-1","월드컵북로56길","일반상업","제2종근린생활","25m미만","1432.26"," ","1,104,660","8","법인","법인","202508","29","","2016","-","직거래","-"
"2926","서울특별시 서대문구 연희동","집합","195-12","증가로2길","제1종일반주거","제1종근린생활","8m미만","26.45"," ","11,500","","개인","개인","202508","29","","1973","20251001","중개거래","서울 서대문구"
"2927","서울특별시 용산구 한강로2가","집합","422","한강대로","일반상업","업무","25m이상","160.05"," ","335,000","4","법인","법인","202508","29","","2017","-","중개거래","서울 용산구"
"2928","서울특별시 강남구 수서동","집합","724","광평로","일반상업","업무","25m이상","39.55"," ","24,000","18","개인","개인","202508","29","","2000","-","중개거래","서울 강남구"
